name,online_order,book_table,ratings(out of 5),votes,location,dish_liked,cuisines,cost(2 People)
Zingron,Yes,No,4.0,511,Koramangala 7th Block,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken","Chinese, Naga",750
Timepass Dinner,Yes,No,3.8,291,Basavanagudi,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,600
Aniram's,Yes,No,4.1,740,JP Nagar,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala","Chinese, North Indian",500
Thamboola,Yes,No,3.8,139,Banashankari,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",800
Vaathsalya Millet Cafe,Yes,Yes,4.1,294,JP Nagar,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk","Healthy Food, South Indian",500
Ugadi,No,No,2.9,177,Jayanagar,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700
Clove Rooftop,No,Yes,3.8,234,Jayanagar,"Sea Food, Fish, Masala Papad, Chilli Paneer, Cocktails, Corn Pakoda, Biryani","Konkan, Seafood",1000
Gufha - The President Hotel,Yes,Yes,4.1,1885,Jayanagar,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Mughlai, Afghan",1200
Habitts,Yes,No,3.7,61,BTM,Nutella Waffle,"Fast Food, Burger, Italian, Beverages",350
Desi Rasoi,Yes,Yes,3.8,363,Jayanagar,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun","Biryani, North Indian, Chinese, Rajasthani",600
Eat Repeat,Yes,No,3.9,104,Basavanagudi,"Sweet Pongal, Curd Rice",South Indian,150
Rithika's Kitchen,Yes,No,3.8,106,JP Nagar,"Mutton Curry, Chicken Fry, Chicken Biryani, Chicken Curry","Biryani, South Indian, Andhra",350
Kapoor's Cafe,Yes,No,4.2,160,Jayanagar,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Masala Fries",North Indian,800
Chulha Chauki Da Dhaba,Yes,No,4.3,2420,JP Nagar,"Chilli Babycorn, Egg Chilli, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",North Indian,800
Tandoor Garden,Yes,No,3.6,71,BTM,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350
Nanna Munna Paratha House,Yes,No,4.0,109,BTM,"Paratha, Palak Paneer",North Indian,300
Food Springs,Yes,No,4.0,233,Jayanagar,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",400
Royal Paris,Yes,No,3.9,68,BTM,"Butter Chicken, Chicken Biryani","North Indian, Arabian, Chinese",1000
Biriyani Mane,Yes,No,3.9,130,Jayanagar,"Biryani, Chilli Chicken, Neer Dosa","North Indian, Biryani",400
Hotel Food Lands,Yes,No,3.8,57,Koramangala 7th Block,"Sea Food, Biryani, Anjal Tava Fry","Seafood, Mangalorean",700
Grills And Tandoor,Yes,Yes,3.7,109,Koramangala 5th Block,"Chicken Grill, Biryani, Shahi Tukda, Chop Suey, Barbeque Chicken, Naan, Fish","North Indian, Chinese",900
Oye Amritsar,Yes,Yes,3.8,765,JP Nagar,"Lassi, Raita, Panneer Butter Masala, Dal Makhani, Jalebi, Biryani, Paneer Tikka",North Indian,600
Chung Wah,Yes,No,3.7,329,Jayanagar,"Noodles, Fried Rice Chicken, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup","Chinese, Thai, Momos",850
1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400
Zhang's - Chinese Restaurant,Yes,No,4.1,590,JP Nagar,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes","Chinese, Momos",700
Dalma,Yes,No,3.9,475,Koramangala 6th Block,"Lassi, Mutton Kosha, Thali, Chicken Handi, Chicken Curry, Buttermilk, Rasgulla",Oriya,600
Hotel Aradhana,Yes,No,3.7,51,Bannerghatta Road,"Akki Rottis, Neer Dosa",North Indian,300
Baba Ka Dhaba,Yes,No,3.7,195,BTM,"Paratha, Butter Naan, Thali, Tandoori Roti, Lassi",North Indian,400
Chung's Chinese Corner,Yes,No,3.9,224,Jayanagar,"Manchow Soup, Wonton Soup, Momos, Chowmein, American Chopsuey, Chop Suey, Spring Roll",Chinese,700
Buff Buffet Buff,Yes,Yes,4.5,3151,Koramangala 5th Block,"Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","North Indian, Chinese, Continental, Thai, Salad",1500
Tim Tai,Yes,Yes,4.4,3675,Koramangala 5th Block,"Noodles, Rice Paper Rolls, Prawn Dumplings, Vegetable Dimsums, Prawn Dim Sums, Rendang Chicken, Pad Thai","Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",1400
The Lounge - Eden Park Restaurants,No,Yes,3.8,152,Jayanagar,"Mutton Biryani, Mojito, Dal Makhani, Cocktails, Raita","North Indian, Afghan",1350
Punjabi Raswada,Yes,Yes,3.5,432,Jayanagar,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",North Indian,800
Brewz Coffee,Yes,No,3.0,61,BTM,"Coffee, Sandwiches, Cappuccino",Cafe,650
Mint and Mustard,Yes,No,4.0,245,Basavanagudi,"Paneer Tikka, Masala Papad, Garlic Naan","North Indian, Chinese",750
Indus Family Restaurant,Yes,No,3.8,117,BTM,"Mutton Biryani, Thali","North Indian, Biryani",600
Spice Up,Yes,No,3.8,146,JP Nagar,"Chicken Lollipop, Vegetable Biryani, Noodles, Chicken Noodle, Clear Soup, Hot Pot, Coriander Chicken",Chinese,600
Namma Kudla,Yes,No,4.0,200,JP Nagar,"Sea Food, Neer Dosa, Fish, Crab Sukha, Biryani, Chicken Thali, Chicken Meal","Mangalorean, North Indian, Chinese, Seafood",400
China Pearl,Yes,Yes,4.4,1853,Koramangala 6th Block,"Noodles, Veg Momos, Chicken Soup, Chicken Dumplings, Meishan Tofu, Sea Food, Mocktails",Chinese,1100
Bonsouth,Yes,Yes,4.2,2618,Koramangala 5th Block,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala",1300
The Denny's,No,No,3.7,93,Jayanagar,"Palak Rice, Draught Beer","North Indian, Chinese",900
Momo Hut,Yes,No,4.0,684,Koramangala 5th Block,"Noodles, Beef Momos, Chicken Shaptra, Chicken Thukpa, Clear Soup, Beef Momo, Chicken Thupka","Chinese, Tibetan, Momos",250
Jalpaan,Yes,Yes,4.0,870,Jayanagar,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",900
Tandoor Hut,Yes,No,4.1,1003,Koramangala 5th Block,"Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala","North Indian, Mughlai, Chinese, Rolls",700
Dal Roti,Yes,No,3.7,117,JP Nagar,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",North Indian,150
Central Jail Restaurant,Yes,No,3.8,416,Jayanagar,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",700
Chutney Chang,Yes,Yes,4.1,2345,Jayanagar,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ",1500
Kataria's Pakwan,Yes,No,3.3,97,Kumaraswamy Layout,"Paratha, Lassi, Manchurian, Thali",North Indian,400
Kamat Bugle Rock,Yes,No,3.9,544,Basavanagudi,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300
Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Lassi, Jal-jeera","North Indian, Chinese",800
Sultans of Spice,Yes,Yes,4.5,3464,Koramangala 5th Block,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","North Indian, Mughlai, Salad",1300
Naati Manae,Yes,Yes,3.9,484,Koramangala 5th Block,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","North Indian, South Indian, Chinese, Biryani",700
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Jayanagar,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900
Subz,Yes,Yes,4.2,2027,Jayanagar,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian",1000
Bella,Yes,Yes,3.9,143,Jayanagar,"Ghee Roast Paneer, Murgh Ghee Roast, Fish Fry, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian",1000
Cable Car,Yes,Yes,4.3,1245,Jayanagar,"Pasta, Salads, Mocktails, Veg Buffet, Paneer Tikka, Biryani, Falafel","North Indian, Italian",1000
Night Spoon,Yes,No,2.6,54,BTM,Biryani,"Biryani, Chinese, North Indian",600
Punjabi Times,Yes,Yes,4.1,1028,Bannerghatta Road,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha",North Indian,1000
Vindu Andhra Ruchulu,Yes,No,3.8,283,Jayanagar,"Raita, Chicken Curry, Fish, Mutton Biryani, Beer, Chicken Guntur, Chicken Biryani","Biryani, North Indian, Andhra",800
Pallavi North Indian Veg Restaurant,No,No,3.7,246,JP Nagar,"Butter Paneer, Butter Naan, Panneer Butter Masala, Tandoori Roti","Biryani, North Indian, Chinese",450
Mandi,Yes,Yes,3.8,562,JP Nagar,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",North Indian,800
Friends Night Kitchen,Yes,No,3.8,110,Koramangala 6th Block,"Pizza, Burgers, Cheese Burger, Garlic Bread","Italian, Pizza",400
Kollapuri's,No,No,3.6,135,Jayanagar,"Biryani, Fish, Roti",Maharashtrian,600
Bawarchi Inn,Yes,No,3.1,140,BTM,"Dum Biryani, Chicken Biryani, Rice, Roti, Mutton Biryani","North Indian, Biryani, Andhra, Chinese",600
Brews N Bites,Yes,No,2.9,62,Jayanagar,"Coffee, Cappuccino","Chinese, Fast Food, Cafe",650
Samskruti - Sanman Gardenia,Yes,No,4.0,141,Jayanagar,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550
Sattvam,No,No,4.3,359,JP Nagar,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian",1200
Redberrys,Yes,No,4.0,219,Basavanagudi,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600
Kesariya,No,Yes,4.2,1216,JP Nagar,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati",Rajasthani,1200
Baba Chatkora,No,No,0,0,JP Nagar,"Dal Makhani, Thali, Matka Lassi",North Indian,1000
Nandhana Palace,No,Yes,4.3,1079,JP Nagar,"Bamboo Chicken, Chicken Guntur, Mutton Bone Soup, Chicken Boneless Biryani, Hyderabadi Biryani, Chicken Kshatriya, Vegetable Biryani","Andhra, Biryani, North Indian, Chinese",800
Narmadha's Hyderabad Biriyani,No,No,3.9,205,BTM,"Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani","Biryani, North Indian, Andhra",550
Coastal Mama,No,Yes,4.1,468,JP Nagar,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Vegetable Biryani","Konkan, Mangalorean, North Indian, Seafood",700
Tasty Bites,Yes,No,3.8,217,JP Nagar,"Paratha, Kheer, Lassi, Buttermilk, Paneer Bhurji, Custard, Bhindi Masala",North Indian,450
Nouvelle Garden,No,No,3.7,203,JP Nagar,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Biryani, Chicken Soup","North Indian, Continental, Italian",900
Royal Chef Naati Oota,No,No,4.0,194,JP Nagar,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani","South Indian, Biryani, North Indian",500
Kidambi's Kitchen,No,No,3.5,52,Banashankari,Rooftop Ambience,South Indian,300
NEW SUNRISE RESTAURANTS,No,No,2.7,39,JP Nagar,Tandoori Chicken,"North Indian, Chinese, Biryani",500
Night Panda,No,No,2.9,39,JP Nagar,"Burgers, Chicken Biryani","Fast Food, North Indian, Chinese",500
Night Bell,No,No,3.1,53,South Bangalore,"Burgers, Murgh Malai, Oreo Shake","Fast Food, North Indian",450
Swad Restaurant,Yes,No,3.7,115,BTM,"Thali, Paratha, Dal Kichadi","Chinese, North Indian",550
Flavour of China,Yes,No,3.8,254,BTM,"Spring Roll, Chilli Chicken, Chowmein, Sweet Corn Chicken Soup, Dragon Chicken, Hakka Noodles, Chop Suey",Chinese,550
Status,No,No,3.3,67,Bannerghatta Road,Prompt Service,"North Indian, Chinese",600
BTM Bawarchi Biryani,Yes,No,3.5,132,BTM,Chicken Biryani,"Biryani, North Indian, Chinese",600
Desi Vibes,Yes,No,3.7,46,BTM,Malai Kofta,"North Indian, Chinese",600
Eshanya,Yes,Yes,4.1,1080,Jayanagar,"Spring Roll, Vanilla Ice Cream, Veg Thali, Biryani, Thandai, Roti, Tikka","North Indian, Chinese",1000
Banana Beach Bar,Yes,Yes,3.7,1014,Koramangala 6th Block,"Chicken Wings, Cocktails, Mocktails, Chilli Chicken, Noodles, Burgers, Spring Roll","Continental, Chinese",1300
Billionaires Cafe,No,No,3.8,47,Koramangala 5th Block,Friendly Staff,"Cafe, Italian",600
Sagar Fast Food,Yes,No,3.7,67,BTM,"Idli, Masala Dosa","South Indian, Chinese, North Indian",300
Siddique Kabab Centre,Yes,No,3.1,68,Jayanagar,"Chicken Grill, Rumali Roti, Rolls","Mughlai, Kebab, Chinese",550
Dice N Dine,Yes,Yes,4.3,1805,Koramangala 5th Block,"Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos","Continental, Cafe, Italian, Fast Food, Steak",900
South Kitchen,Yes,No,4.3,276,Basavanagudi,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Poha",South Indian,100
Maxpresso,Yes,No,4.1,323,Koramangala 7th Block,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami","Cafe, American, Italian, Beverages",700
The Lassi Park,Yes,No,4.1,184,Jayanagar,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200
Upahara Darshini,Yes,No,3.9,40,Basavanagudi,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600
Targaryen's Kitchen,Yes,No,3.6,43,JP Nagar,Tandoori Chicken,"Chinese, North Indian, Mughlai",600
Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Vegetarian,"Chinese, North Indian, Pizza, Italian",650
Kopper Kadai,Yes,Yes,4.1,1697,Koramangala 5th Block,"Mutton Kalmi, Chicken Biryani, Dahi Ke Kebab, Lassi, Tomato Soup, Ganna Chicken, Soya Chaap","North Indian, Chinese",1200
Calvin's,Yes,No,3.8,431,Koramangala 5th Block,"Club Chicken Sandwich, Sandwiches, Coffee, Pie, Burgers, Carrot Cake, Cheesecake",Desserts,800
Elmas Restaurant,Yes,No,3.5,34,Koramangala 7th Block,Rooftop Ambience,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650
Bottle Breacher,No,Yes,4.2,1197,JP Nagar,"Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental",1200
Chef Master,Yes,No,3.8,75,Jayanagar,"Fish Curry, Appam, Tea, Egg Roast, Sea Food","Kerala, North Indian, Chinese",300
Pabrai's Fresh & Naturelle Icecreams,Yes,No,3.9,128,Koramangala 5th Block,"Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Tender Coconut Ice Cream","Ice Cream, Desserts",200
Nourich,Yes,Yes,0,0,JP Nagar,"Soba Noodles, Pad Thai Noodle, Pickled Beetroot, Chicken Sandwich","Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800
Checkpost,Yes,No,4.1,957,JP Nagar,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Sea Food, Ghee Idli","South Indian, Seafood, North Indian, Beverages",600
Dr. Sheesha,No,Yes,4.1,1453,JP Nagar,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",800
Peppy Peppers,No,No,4.2,256,Banashankari,"Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup","Italian, North Indian, Mexican",800
Roving Feast,No,No,4.0,1048,Banashankari,"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti","Italian, Continental, Fast Food, Chinese, Momos",450
Apsara Ice Cream,No,No,4.2,251,JP Nagar,"Panipuri, Kulfi, Sitaphal Ice Cream, Guava Ice Cream, Coffee","Ice Cream, Desserts",200
Anjappar,No,No,3.1,97,JP Nagar,"Biryani, Appam, Butter Naan","Chettinad, South Indian",650
Beach Hut,No,No,3.5,134,JP Nagar,"Butter Naan, Butter Kulcha, Momos, Noodles, Paneer Tikka, Chop Suey, Tangdi Kabab","North Indian, Chinese",650
Multi Cakes,No,No,3.7,44,JP Nagar,"Irish Coffee, Eggless Cake","Bakery, Desserts",200
Rolls On Wheels,No,No,2.8,127,BTM,"Rolls, Veggie Roll, Chicken Roll, French Fries","Fast Food, Rolls, Momos",300
Harshi Super Sandwich,No,No,3.8,149,Basavanagudi,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150
Mast Kalandar,No,No,2.3,176,JP Nagar,"Raita, Thali, Paratha, Chole, Buttermilk, Paneer Bhurji, Rice",North Indian,450
Food Junction,No,No,3.5,42,BTM,Paratha,"North Indian, Chinese, Street Food, Biryani",400
Dash In,No,No,3.1,53,BTM,"Butter Chicken, Noodles","North Indian, Chinese, Kerala",600
New Farm Fresh,No,No,3.6,34,BTM,Wood Fire Pizza,"Italian, Pizza",650
Deja Vu Resto Bar,Yes,Yes,4.4,2496,Bannerghatta Road,"Gajar Ka Halwa, Hara Bhara Kebab, Custard, Brownie, Pasta, Sev Puri, Paan Ice Cream","North Indian, Italian",900
As On Fire,Yes,No,3.5,41,South Bangalore,Pizza,"Pizza, Fast Food, BBQ",400
Parivar,Yes,No,3.8,110,Jayanagar,"Sea Food, Beer, Prawn, Neer Dosa, Palak Rice, Tandoori Chicken","North Indian, Chinese",500
Kamat Swaad,No,No,3.9,194,JP Nagar,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji","South Indian, North Indian, Chinese",400
J Spice,No,No,3.8,59,Banashankari,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750
Namaste Kitchen,Yes,No,3.8,172,Koramangala 5th Block,"Jalebi, Chaat, Dal Makhani, Tandoori Roti","North Indian, South Indian, Chinese",400
Tea Villa Cafe,No,Yes,4.2,657,Jayanagar,"Tea, Waffles, Coffee, Nutella Waffle, Wedges, Pizza, Pasta","Cafe, Continental, Mediterranean, Italian, Desserts",800
Milano Ice Cream,No,No,4.5,208,Jayanagar,"Chocolate Sundae, Gelato Ice Cream, Tiramisu, Chocolate Truffle, Coffee","Ice Cream, Desserts",400
Thyme & Whisk,Yes,No,3.9,74,Jayanagar,"Pizza, Momos, Pasta, Brownie, Nachos, Hot Chocolate, Waffles","Asian, Chinese, Continental, Italian",800
Maiyas,Yes,No,4.0,1782,Jayanagar,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200
Natural Ice Cream,No,No,4.4,369,Jayanagar,"Guava Ice Cream, Coffee Walnut, Tender Coconut Ice Cream, Waffle Cone, Mango Ice Cream, Fruit Ice Cream, Waffles","Ice Cream, Beverages",200
Cakewala,Yes,No,4.3,661,Jayanagar,"Khara Bun, Mousse, Veg Puff, Rich Chocolate Cake, Fruit Cake, Chocolate Truffle, Rolls","Bakery, Desserts",500
The Caramelts Cafe,No,No,4.1,227,Jayanagar,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza","Cafe, Salad, Wraps, Beverages",800
Amma's Pastries,No,No,4.2,245,Jayanagar,"Mousse, Cheesecake, Cup Cake, Veg Puff, Chocolate Truffle, Chocolate Cheese, Burgers",Bakery,400
Cool Joint,No,No,4.2,822,Jayanagar,"Sandwiches, Hot Chocolate Fudge, Faluda, Paneer Sandwich, Grilled Sandwich, Cheese Sandwich, Tomato Soup","Beverages, Desserts",250
Bubblewrap Waffle Co.,Yes,No,4.4,360,Jayanagar,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake","Desserts, Beverages",400
Polar Bear,Yes,No,4.0,150,Jayanagar,"Sandwiches, Brownie, Hot Choco Fudge, Sandwich","Ice Cream, Desserts, Beverages, Sandwich",400
Desi Rasoi,Yes,Yes,3.8,363,Jayanagar,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun","Biryani, North Indian, Chinese, Rajasthani",600
Dr. Bubbles,Yes,No,4.2,95,Jayanagar,"Waffles, Iced Coffee, Yoghurt Shake, Belgian Chocolate Waffle, Ice Tea, Faluda","Beverages, Desserts",400
Roll Over,Yes,No,4.1,439,Jayanagar,"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie","Ice Cream, Beverages, Fast Food",500
Starbucks,No,No,4.1,109,Jayanagar,Coffee,"Cafe, Desserts",700
Magic Meals,Yes,No,3.7,47,Jayanagar,"Biryani, Fries, Thick Shakes","Fast Food, Desserts, Beverages",400
Keventers,Yes,No,3.9,211,Jayanagar,"Thick Shakes, Chocolate Hazelnut Shake, Mango Shake, Choco Hazelnut, Milk Shake, Chocolate Oreo, Strawberry Milkshake","Desserts, Beverages, Ice Cream",400
Ice Cream Works,Yes,No,4.1,193,Jayanagar,"Paan Ice Cream, Madagascar Chocolate, Faluda, Cheesecake, Bubble Gum Ice Cream","Desserts, Ice Cream",300
Ibaco,Yes,No,4.0,129,Jayanagar,"Icecream Cake, Brownie, Hot Chocolate, Belgian Chocolate, Salted Caramel",Desserts,300
Sri Venkateshwara Sweet Meat Stall,No,No,4.1,201,Jayanagar,"Paratha, Rasgulla Chaat, Mysore Pak, Panipuri, Pav Bhaji, Malai Kulfi, Mango Lassi",Street Food,250
Waffle Stories,Yes,No,4.2,251,Jayanagar,"Choco Blast Waffles, Coffee, Nitrogen Ice Cream, Brownie Sundae, Nutella Waffle, Kitkat Waffles, Brownie Waffle","Desserts, Beverages",300
Apsara Ice Cream,No,No,4.1,60,Jayanagar,Friendly Staff,"Ice Cream, Desserts",200
Pop Hop,Yes,No,4.1,205,Jayanagar,"Choco Hazelnut, Belgian Chocolate, Strawberry Sorbet, Mango Sorbet, Mango Cheesecake, Mojito, Belgium Chocolate","Ice Cream, Desserts",300
Two Friends Cauldron,Yes,Yes,4.1,459,JP Nagar,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza","Continental, Italian, American",700
Poonam Sweets,No,No,4.4,358,Banashankari,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",Mithai,150
Crafted Plate,Yes,Yes,4.2,239,JP Nagar,"Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600
CakeZone,No,No,4.1,338,BTM,"Cheesecake, Chocolate Truffle, Cup Cake","Bakery, Desserts",500
Old Mumbai Ice Cream,Yes,No,4.0,38,Banashankari,Friendly Staff,Ice Cream,150
Stoned Monkey,Yes,No,4.3,865,Banashankari,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500
Shri Ram Sweet Centre,No,No,4.0,160,BTM,"Samosa, Dhokla, Ladoo, Sweet Kachori, Onion Kachori, Ghee Jalebi","Street Food, Mithai",150
Sweet Truth,Yes,No,3.8,51,JP Nagar,"Cheesecake, Chocolate Decadence, Pancakes, Chocolate Cake, Chocolava Cake, Chocolate Fantasy","Bakery, Desserts",500
